BuildingType,Neighborhood,CouncilDistrictCode,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFABuilding(s),Total Consumption (kbtu),Total EUI (kbtu/sf),Energy Use,Landmark,Wind Speed (kts),Daytime Temperature (C),Nighttime Temperature (C),Climate Type,Earthquake Risk,Flood Risk,Water Bodies,Commercial,Industrial,Public Utilities,Energy Efficiency Class
Multifamily MR (5-9),EAST,3.0,47.61592,-122.32644,2001,8,63076,1842368.0078638,29.20870073980278,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),NORTHWEST,6.0,47.69687,-122.34221,1989,4,18880,603662.4433056,31.97364636152542,Electricity,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily LR (1-4),NORTHWEST,6.0,47.69658,-122.34342,1989,4,21031,653394.4071256,31.068156869649567,Electricity,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily LR (1-4),DELRIDGE NEIGHBORHOODS,1.0,47.53456,-122.37632,1989,4,63198,1656342.2483216,26.208776358770848,Electricity,Coastal,5.0,13.0,10.0,2,Moderate,Drainage Flood,3.0,27.0,222.0,437.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.5519,-122.38753,1978,4,22000,547727.2060568,24.8966911844,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.56079,-122.3766,1988,4,21581,423054.376276,19.603094216023354,Electricity,Green,3.7,12.7,10.0,2,Low,No Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.63182,-122.36384,1920,4,57212,1679797.30968,29.360926198699573,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),DELRIDGE NEIGHBORHOODS,1.0,47.53144,-122.36076,1990,2,131307,5855475.3364516,44.59377897942685,Electricity,Terrain,5.0,13.0,10.0,2,Moderate,Drainage Flood,3.0,27.0,222.0,437.0,0
Multifamily LR (1-4),SOUTHWEST,1.0,47.58968,-122.38587,1969,3,30420,965697.4913488,31.74547966301117,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.59027,-122.3866,1966,4,36067,1037441.1806304,28.764277057432,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),EAST,3.0,47.61861,-122.31783,1910,3,27328,1893470.9254486,69.28684592537324,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.61977,-122.31918,1958,3,23200,797186.1996555999,34.361474123086204,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.61895,-122.31852,1907,3,20457,1545769.8334239998,75.56190220579752,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.62007,-122.32067,1924,5,38160,2071245.212547,54.27791437492139,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),DOWNTOWN,2.0,47.59739,-122.32354,2006,6,35028,1168528.8366192,33.3598503088729,Electricity,Terrain,5.0,12.0,11.0,2,High,No Flood,0.0,168.0,17.0,67.0,1
Multifamily LR (1-4),DOWNTOWN,2.0,47.59852,-122.32321,1916,4,30210,1050072.9126634002,34.75911660587224,Natural Gas,Terrain,5.0,12.0,11.0,2,High,No Flood,0.0,168.0,17.0,67.0,1
Multifamily LR (1-4),EAST,3.0,47.61834,-122.32641,1910,3,21264,1330267.152245,62.55959143364372,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.61811,-122.32643,1992,6,40992,1452794.3533152,35.44092391967213,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.6179,-122.32647,1925,6,26694,1176847.298835,44.08658495673185,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),SOUTHWEST,1.0,47.59445,-122.38819,2000,5,26442,823290.1188562,31.13569771031692,Mixed,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily HR (10+),EAST,3.0,47.61061,-122.32367,1929,12,66924,5234902.2728396,78.2215987215289,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),SOUTHWEST,1.0,47.59393,-122.38886,2008,6,24396,608128.5342672,24.927387041613382,Mixed,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),SOUTHWEST,1.0,47.59376,-122.38936,2002,6,25200,809891.6417754,32.138557213309525,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.63703,-122.34072,1967,4,26294,566166.4192632,21.53215255431657,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.63148,-122.35766,2005,4,36192,1035737.8251198,28.617866520772548,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),DOWNTOWN,7.0,47.61803,-122.34802,1911,6,31008,985153.522752,31.770946941176472,Electricity,Terrain,5.0,12.0,11.0,3,Fair,No Flood,0.0,168.0,17.0,67.0,1
Multifamily MR (5-9),NORTH,5.0,47.70009,-122.32283,1979,5,53088,1438647.6142416,27.09929954493671,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.56178,-122.3891,1989,4,20407,527807.123396,25.86402329573185,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),SOUTHWEST,1.0,47.5643,-122.37474,1991,5,21294,586427.716084,27.539575283366204,Electricity,Green,3.7,12.7,10.0,2,Low,No Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),SOUTHWEST,1.0,47.5643,-122.37409,1991,5,21294,642765.5860416,30.185290975936883,Electricity,Green,3.7,12.7,10.0,2,Low,No Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.56439,-122.37348,1989,4,30252,800471.358652,26.46011366693111,Electricity,Green,3.7,12.7,10.0,2,Low,No Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),DELRIDGE NEIGHBORHOODS,1.0,47.56379,-122.37356,1999,5,55665,1665309.3564464,29.91663264971526,Electricity,Green,5.0,13.0,10.0,2,Moderate,Drainage Flood,3.0,27.0,222.0,437.0,1
Multifamily MR (5-9),DELRIDGE NEIGHBORHOODS,1.0,47.56385,-122.37583,2009,6,9660,1659181.497809,171.7579190278468,Electricity,Green,5.0,13.0,10.0,2,Moderate,Drainage Flood,3.0,27.0,222.0,437.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.63908,-122.34228,1966,5,61107,1475021.0436976,24.138331839193548,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),EAST,3.0,47.62155,-122.31444,1984,4,42720,1350276.5589432,31.60759735353932,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62119,-122.31873,1909,3,21892,554873.8174346001,25.345962791640787,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.63199,-122.3431,1992,8,80705,1945887.5626898,24.111115329778823,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,0
Multifamily MR (5-9),EAST,3.0,47.62292,-122.32435,1960,5,31570,950518.9085122,30.108296120120368,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily HR (10+),EAST,3.0,47.63429,-122.27652,1963,16,80995,24827337.822994404,306.52926505332925,Natural Gas,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily LR (1-4),EAST,3.0,47.63673,-122.27813,1988,3,27498,756355.7799056,27.5058469672558,Electricity,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.57897,-122.41037,1962,3,22982,550306.7851064,23.945121621547298,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.57845,-122.41036,1958,3,25016,561522.4945456,22.44653400006396,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.57753,-122.41031,1989,3,21642,562723.5683888,26.001458663191944,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),EAST,3.0,47.62354,-122.3118,1929,3,22234,1193399.294175,53.6745207418818,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62985,-122.35963,2009,5,62190,1491532.3969,23.983476393310823,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.62689,-122.35981,1979,4,26472,602829.8807552,22.772358747174376,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62576,-122.35183,1993,5,53402,4383590.4562164005,82.08663451212315,Mixed,Terrain,3.0,12.0,10.0,0,Moderate,No Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),EAST,3.0,47.61735,-122.3231,1998,5,20930,1176909.0475538,56.23072372450072,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.61619,-122.32309,1917,4,26246,1615175.0375086002,61.53985512110798,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.63701,-122.34218,1961,4,32615,451255.7266,13.83583402115591,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),SOUTHWEST,1.0,47.56486,-122.37284,2002,6,25800,647894.0348664,25.112171894046508,Electricity,Green,3.7,12.7,10.0,2,Low,No Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),NORTHWEST,6.0,47.69395,-122.3549,1998,5,82514,2159286.4455716,26.168728283341007,Electricity,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,0
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.64353,-122.37438,1977,3,22202,542868.3164184,24.45132494452752,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.54095,-122.38678,1989,4,71280,1584182.2777648,22.22477942992144,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,0
Multifamily LR (1-4),DELRIDGE NEIGHBORHOODS,1.0,47.52451,-122.36424,1981,3,35122,920370.6023344,26.20495992068789,Electricity,Green,5.0,13.0,10.0,2,Moderate,Drainage Flood,3.0,27.0,222.0,437.0,1
Multifamily LR (1-4),DELRIDGE NEIGHBORHOODS,1.0,47.51897,-122.35561,1966,3,24259,511063.7445648,21.066974919197,Electricity,Terrain,5.0,13.0,10.0,2,Moderate,Drainage Flood,3.0,27.0,222.0,437.0,1
Multifamily LR (1-4),EAST,3.0,47.62016,-122.32514,1917,3,22160,637755.853917,28.7795962958935,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.61983,-122.32434,1923,3,24650,733196.0990354,29.744263652551723,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.6186,-122.32514,1914,3,30040,1422816.2060464,47.36405479515312,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62175,-122.32376,1990,3,27447,865104.1448392,31.51907839979597,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.62276,-122.32378,2000,5,32753,810973.9304968,24.760294644667663,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.618,-122.32558,1955,3,28094,990752.8471176,35.26563846791486,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.61827,-122.32359,1927,4,22795,1200276.5663016,52.65525625363457,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),NORTHWEST,5.0,47.71539,-122.35509,1987,3,26941,675208.2283744,25.06247831834008,Electricity,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,1
Multifamily LR (1-4),NORTHWEST,5.0,47.71919,-122.35508,1995,3,49133,1297026.6771336,26.398279712893576,Electricity,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,1
Multifamily LR (1-4),NORTHWEST,5.0,47.70455,-122.34681,1986,3,23346,781755.761976,33.48564045129787,Electricity,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,1
Multifamily MR (5-9),EAST,3.0,47.61459,-122.32532,1908,5,27320,870553.3349744,31.86505618500732,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.61387,-122.32524,2016,3,90280,2347228.8464836,25.99943339038104,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily LR (1-4),EAST,3.0,47.61316,-122.32468,1924,3,27792,1166699.3575761998,41.97968327490644,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.61338,-122.32519,1908,5,23600,2152457.2379902,91.20581516907627,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.6161,-122.32591,1964,4,29647,703266.2687512,23.72132994067528,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.6176,-122.32592,1916,3,20340,978628.6502776,48.11350296350049,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.61733,-122.32601,1960,5,46527,2152087.9264112,46.25460327145958,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.61654,-122.32592,1924,3,46274,2396326.8152452,51.785599153848814,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.63434,-122.3414,1977,4,31008,1205234.2288556,38.86849293264965,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),LAKE UNION,4.0,47.6401,-122.33003,1968,5,53862,1348522.7181608,25.036625416078124,Electricity,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.63315,-122.34147,1995,6,22998,742408.9191002001,32.28145573963823,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.63342,-122.3414,2007,8,45933,1912980.6169876,41.64719519708271,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.63361,-122.34193,1998,5,23893,586687.0388456,24.554766619746367,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),LAKE UNION,4.0,47.65093,-122.34555,1980,4,27480,557861.2666088,20.300628333653567,Electricity,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily LR (1-4),NORTHWEST,6.0,47.6864,-122.33985,1947,3,24920,1143854.8004806,45.90107546069823,Natural Gas,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily HR (10+),DOWNTOWN,7.0,47.60551,-122.33746,1983,22,195788,5625171.33822,28.730930078554355,Electricity,Terrain,5.0,12.0,11.0,3,Fair,No Flood,0.0,168.0,17.0,67.0,3
Multifamily LR (1-4),EAST,3.0,47.61941,-122.31304,2007,4,14113,1024948.3328186,72.6244124437469,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62602,-122.3567,1997,6,48600,2121340.8381302,43.648988438893,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62651,-122.34795,1991,5,27480,536540.9429282,19.52477958254003,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.67385,-122.26521,1985,3,30230,1245121.1791144,41.18826262369832,Electricity,Coastal,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),NORTHWEST,6.0,47.68704,-122.33998,2009,5,24227,779284.2278308,32.16593997733108,Electricity,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.67447,-122.26389,1981,3,47419,1290963.3015104,27.22459987579662,Electricity,Coastal,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),EAST,3.0,47.62182,-122.32028,1928,4,37059,413623.2168936,11.16120825962924,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62215,-122.32023,1914,4,23242,752776.4433672,32.38862590857929,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.62459,-122.32175,1968,8,49256,1883013.389989,38.22911706165746,Electricity,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62165,-122.32247,1906,3,33736,804545.4557224,23.848276491652832,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62408,-122.32231,1965,4,27656,656898.6765488,23.752483242291003,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62333,-122.32228,1926,3,25958,789368.6530800001,30.409455777794903,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),LAKE UNION,4.0,47.64779,-122.33352,1993,4,55372,2523181.6465922,45.56782573488766,Natural Gas,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.62948,-122.36881,1930,3,23585,888020.0622852,37.65190003329235,Natural Gas,Green,3.0,12.0,10.0,0,Moderate,No Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.65383,-122.3706,1965,3,39967,940901.4583416,23.54195857436385,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),NORTH,5.0,47.6975,-122.32761,1979,4,99893,2502296.4880314,25.04976813221547,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,0
Multifamily LR (1-4),NORTH,5.0,47.70548,-122.32111,1984,4,140594,869519.4560696,6.184612828922998,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,0
Multifamily LR (1-4),NORTH,5.0,47.71122,-122.32766,1979,3,102298,2397540.0451796,23.43682227589591,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,0
Multifamily LR (1-4),EAST,3.0,47.61317,-122.32424,1925,3,61776,1943756.5516878,31.46459064503691,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),NORTH,5.0,47.69413,-122.30592,2005,4,88839,4485033.7496208,50.48496436948637,Mixed,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,0
Multifamily LR (1-4),EAST,3.0,47.61618,-122.32376,1907,3,22800,1216715.2726844,53.364704942298246,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.61724,-122.3239,1907,3,26684,639974.4542128,23.983452788667368,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.61745,-122.32431,1923,6,72576,699884.8364256,9.643474928703704,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),EAST,3.0,47.61759,-122.32478,1926,6,33279,1988852.8714674,59.76299983375101,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.61656,-122.32472,1925,8,49357,1799868.0294174,36.46631743050428,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.6167,-122.32537,1906,3,25536,2182538.533623,85.46908418009868,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.62922,-122.34529,1989,4,30720,902784.424528,29.38751381927084,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.64038,-122.34581,1987,4,44832,700915.3031888,15.634263543647394,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.65339,-122.39102,1968,4,71610,2088421.7391296,29.16382822412512,Electricity,Green,3.0,12.0,10.0,0,Moderate,No Flood,0.0,234.0,40.0,141.0,0
Multifamily LR (1-4),NORTHWEST,6.0,47.66476,-122.34976,1916,3,28256,609215.4644176,21.56056994682899,Electricity,Green,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily LR (1-4),NORTHWEST,6.0,47.66448,-122.347,2001,4,27413,732979.197804,26.738379520811293,Electricity,Green,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily LR (1-4),EAST,3.0,47.63993,-122.27636,1968,3,59502,2163441.0843472,36.35913220307216,Electricity,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),NORTH,5.0,47.70857,-122.29048,1978,3,21712,664248.4295552,30.593608583050848,Electricity,Green,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily LR (1-4),LAKE UNION,4.0,47.66122,-122.33695,1925,3,28187,623560.885183,22.12228634416575,Mixed,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily LR (1-4),NORTHWEST,6.0,47.70008,-122.3558,1967,4,21440,526281.8961008,24.54673022858209,Electricity,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily LR (1-4),BALLARD,6.0,47.66893,-122.37103,1969,3,20143,645553.3057288,32.048518380022834,Electricity,Green,3.0,13.0,10.0,0,Fair,No Flood,256.0,92.0,76.0,20.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65926,-122.31851,1926,3,21158,1337924.6594042,63.23493049457416,Natural Gas,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),EAST,3.0,47.6127,-122.32634,1989,6,80600,2276788.8631442,28.2480007834268,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.6308,-122.34715,1998,3,20448,651898.5030028,31.880795334643977,Natural Gas,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily HR (10+),NORTHEAST,4.0,47.6624,-122.32038,1971,10,78600,3805444.6272878,48.41532604691858,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,0
Multifamily LR (1-4),NORTHEAST,4.0,47.6629,-122.31229,1928,3,23840,964750.8981762,40.46773901745805,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.66383,-122.31234,1923,3,26008,858356.0088296,33.003537712611504,Natural Gas,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.66329,-122.31233,1959,4,22181,591324.13928,26.65903878454533,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
